ReturnKey,ReturnDate,OrderDate,SalesOrderNumber,CustomerKey,ProductKey,ReturnQuantity,UnitPrice,ReturnAmount
1874,2023-11-16,2023-10-29,SO46076,167,310,4,2146.962,8587.848
1875,2023-12-17,2023-11-29,SO46346,180,347,4,849.998,3399.99
1876,2023-12-14,2023-11-29,SO46358,579,314,4,2146.962,8587.848
1877,2024-01-18,2023-12-29,SO46616,514,335,4,469.794,1879.176
1878,2024-01-18,2023-12-29,SO46671,523,375,4,1308.938,5235.75
1879,2024-02-15,2024-01-29,SO46959,533,339,4,469.794,1879.176
1880,2024-02-12,2024-01-29,SO46992,97,335,4,469.794,1879.176
1881,2024-02-13,2024-01-29,SO46995,62,329,4,469.794,1879.176
1882,2024-02-07,2024-01-29,SO47042,566,367,4,647.994,2591.976
1883,2024-03-12,2024-02-29,SO47354,173,377,4,1308.938,5235.75
1884,2024-04-07,2024-03-30,SO47668,299,375,4,1308.938,5235.75
1885,2024-04-06,2024-03-30,SO47700,184,365,4,647.994,2591.976
1886,2024-05-17,2024-04-30,SO47988,533,375,4,1308.938,5235.75
1887,2024-07-08,2024-06-30,SO48775,203,329,4,469.794,1879.176
1888,2024-08-08,2024-07-31,SO49076,167,329,4,469.794,1879.176
1889,2024-09-12,2024-08-28,SO49502,418,377,4,1308.938,5235.75
1890,2024-10-17,2024-09-28,SO49821,4,323,4,469.794,1879.176
1891,2024-11-06,2024-10-28,SO50204,533,379,4,1308.938,5235.75
1892,2024-11-15,2024-10-28,SO50214,258,371,4,1308.938,5235.75
1893,2024-11-09,2024-10-28,SO50243,540,325,4,469.794,1879.176
1894,2024-11-14,2024-10-28,SO50265,479,370,4,1466.01,5864.04
1895,2024-12-14,2024-11-28,SO50683,72,323,4,469.794,1879.176
1896,2024-12-11,2024-11-28,SO50745,61,365,4,647.994,2591.976
1897,2025-01-12,2024-12-28,SO51122,4,382,4,672.294,2689.176
1898,2025-01-12,2024-12-28,SO51157,414,353,4,1391.994,5567.976
1899,2025-02-13,2025-01-28,SO51783,697,597,4,323.994,1295.976
1900,2025-02-12,2025-01-28,SO51822,546,596,4,323.994,1295.976
1901,2025-02-08,2025-01-28,SO51832,352,363,4,1376.994,5507.976
1902,2025-03-09,2025-02-28,SO53528,190,597,4,323.994,1295.976
1903,2025-04-13,2025-03-30,SO55264,491,374,4,1466.01,5864.04
1904,2025-04-13,2025-03-30,SO55287,119,599,4,323.994,1295.976
1905,2025-05-20,2025-04-30,SO57034,328,384,4,672.294,2689.176
1906,2025-05-19,2025-04-30,SO57137,309,363,4,1376.994,5507.976
1907,2025-05-09,2025-04-30,SO57162,476,353,4,1391.994,5567.976
1908,2025-05-08,2025-04-30,SO57186,546,599,4,323.994,1295.976
1909,2025-06-15,2025-05-30,SO58930,497,353,4,1391.994,5567.976
1910,2025-06-16,2025-05-30,SO58940,293,361,4,1376.994,5507.976
1911,2025-06-20,2025-05-30,SO59012,539,577,4,728.91,2915.64
1912,2025-08-19,2025-07-31,SO63201,328,584,4,323.994,1295.976
1913,2025-08-11,2025-07-31,SO63246,45,384,4,672.294,2689.176
1914,2025-08-21,2025-07-31,SO63288,563,570,4,445.41,1781.64
1915,2025-09-18,2025-08-29,SO65209,187,361,4,1376.994,5507.976
1916,2025-09-16,2025-08-29,SO65248,170,374,4,1466.01,5864.04
1917,2025-10-18,2025-09-29,SO67302,442,353,4,1391.994,5567.976
1918,2025-11-17,2025-10-29,SO69397,64,572,4,445.41,1781.64
1919,2025-11-07,2025-10-29,SO69527,257,382,4,672.294,2689.176
1920,2025-12-16,2025-11-29,SO71782,582,566,4,445.41,1781.64
1921,2025-12-11,2025-11-29,SO71839,611,566,4,445.41,1781.64
1922,2023-12-10,2023-11-29,SO46356,91,315,4,874.794,3499.176
1923,2023-12-18,2023-11-29,SO46356,91,319,4,874.794,3499.176
1924,2023-06-15,2023-05-31,SO44796,438,342,4,419.459,1677.836
1925,2023-12-11,2023-11-29,SO46356,91,311,4,2146.962,8587.848
1926,2023-12-19,2023-11-29,SO46356,91,310,4,2146.962,8587.848
1927,2023-12-19,2023-11-29,SO46356,91,312,4,2146.962,8587.848
1928,2025-05-14,2025-04-30,SO57046,650,599,4,323.994,1295.976
1929,2024-01-06,2023-12-29,SO46657,496,391,4,88.932,355.728
1930,2024-02-14,2024-01-29,SO47026,476,420,4,141.615,566.46
1931,2024-03-08,2024-02-29,SO47387,293,420,4,141.615,566.46
1932,2024-04-15,2024-03-30,SO47677,475,391,4,88.932,355.728
1933,2024-10-10,2024-09-28,SO49849,506,411,4,125.415,501.66
1934,2025-03-11,2025-02-28,SO53465,678,525,4,158.43,633.72
1935,2025-03-07,2025-02-28,SO53465,678,556,4,105.294,421.176
1936,2025-03-16,2025-02-28,SO53531,187,533,4,149.874,599.496
1937,2025-03-15,2025-02-28,SO53614,21,527,4,158.43,633.72
1938,2025-04-10,2025-03-30,SO55275,245,527,4,158.43,633.72
1939,2025-04-11,2025-03-30,SO55301,414,524,4,158.43,633.72
1940,2025-10-09,2025-09-29,SO67295,245,525,4,158.43,633.72
1941,2025-11-05,2025-10-29,SO69422,650,531,4,149.874,599.496
1942,2025-12-16,2025-11-29,SO71794,678,531,4,149.874,599.496
1943,2023-09-12,2023-08-29,SO45575,54,285,4,178.581,714.323
1944,2023-11-18,2023-10-29,SO46076,167,285,4,178.581,714.323
1945,2023-11-06,2023-10-29,SO46086,84,285,4,178.581,714.323
1946,2023-12-08,2023-11-29,SO46356,91,285,4,178.581,714.323
1947,2024-01-15,2023-12-29,SO46625,475,420,4,141.615,566.46
1948,2024-01-09,2023-12-29,SO46666,234,414,4,149.031,596.124
1949,2024-02-19,2024-01-29,SO46995,62,414,4,149.031,596.124
1950,2024-02-09,2024-01-29,SO47015,444,420,4,141.615,566.46
1951,2024-02-15,2024-01-29,SO47025,666,423,4,165.231,660.924
1952,2024-03-13,2024-02-29,SO47355,24,414,4,149.031,596.124
1953,2024-03-19,2024-02-29,SO47366,155,423,4,165.231,660.924
1954,2024-03-08,2024-02-29,SO47396,586,420,4,141.615,566.46
1955,2024-03-10,2024-02-29,SO47435,75,393,4,137.694,550.776
1956,2024-03-13,2024-02-29,SO47455,170,414,4,149.031,596.124
1957,2024-03-09,2024-02-29,SO47456,490,391,4,88.932,355.728
1958,2024-03-17,2024-02-29,SO47456,490,393,4,137.694,550.776
1959,2024-04-07,2024-03-30,SO47685,594,411,4,125.415,501.66
1960,2024-04-08,2024-03-30,SO47696,245,396,4,74.838,299.352
1961,2024-04-16,2024-03-30,SO47706,414,420,4,141.615,566.46
1962,2024-05-12,2024-04-30,SO47996,381,393,4,137.694,550.776
1963,2024-06-18,2024-05-30,SO48306,678,391,4,88.932,355.728
1964,2024-06-10,2024-05-30,SO48306,678,420,4,141.615,566.46
1965,2024-06-10,2024-05-30,SO48356,187,396,4,74.838,299.352
1966,2024-06-13,2024-05-30,SO48396,490,393,4,137.694,550.776
1967,2024-07-16,2024-06-30,SO48745,184,420,4,141.615,566.46
1968,2024-08-09,2024-07-31,SO49146,385,420,4,141.615,566.46
1969,2024-10-14,2024-09-28,SO49856,227,414,4,149.031,596.124
1970,2024-11-14,2024-10-28,SO50306,566,393,4,137.694,550.776
1971,2024-11-10,2024-10-28,SO50315,45,414,4,149.031,596.124
1972,2024-12-06,2024-11-28,SO50716,118,420,4,141.615,566.46
1973,2025-02-06,2025-01-28,SO51845,312,532,4,149.874,599.496
1974,2025-02-10,2025-01-28,SO51856,435,532,4,149.874,599.496
1975,2025-03-10,2025-02-28,SO53465,678,603,4,72.894,291.576
1976,2025-03-11,2025-02-28,SO53606,61,532,4,149.874,599.496
1977,2025-04-20,2025-03-30,SO55256,331,603,4,72.894,291.576
1978,2025-04-10,2025-03-30,SO55275,245,532,4,149.874,599.496
1979,2025-05-15,2025-04-30,SO57065,233,531,4,149.874,599.496
1980,2025-05-11,2025-04-30,SO57145,435,556,4,105.294,421.176
1981,2025-06-15,2025-05-30,SO58975,187,532,4,149.874,599.496
1982,2025-08-17,2025-07-31,SO63245,63,531,4,149.874,599.496
1983,2025-09-14,2025-08-29,SO65206,10,532,4,149.874,599.496
1984,2025-10-19,2025-09-29,SO67295,245,603,4,72.894,291.576
1985,2025-10-14,2025-09-29,SO67316,496,603,4,72.894,291.576
1986,2025-11-07,2025-10-29,SO69536,435,532,4,149.874,599.496
1987,2025-12-06,2025-11-29,SO71845,187,531,4,149.874,599.496
1988,2025-12-18,2025-11-29,SO71866,627,603,4,72.894,291.576
1989,2025-02-13,2025-01-28,SO51845,312,524,4,158.43,633.72
1990,2025-03-10,2025-02-28,SO53465,678,524,4,158.43,633.72
1991,2025-03-10,2025-02-28,SO53536,118,551,4,158.43,633.72
1992,2025-05-07,2025-04-30,SO57046,650,551,4,158.43,633.72
1993,2025-05-12,2025-04-30,SO57046,650,524,4,158.43,633.72
1994,2025-05-12,2025-04-30,SO57065,233,551,4,158.43,633.72
1995,2025-05-17,2025-04-30,SO57186,546,524,4,158.43,633.72
1996,2025-07-18,2025-06-30,SO61196,245,524,4,158.43,633.72
1997,2025-09-19,2025-08-29,SO65235,685,524,4,158.43,633.72
1998,2025-09-19,2025-08-29,SO65315,21,524,4,158.43,633.72
1999,2025-10-14,2025-09-29,SO67295,245,527,4,158.43,633.72
2000,2025-10-15,2025-09-29,SO67295,245,524,4,158.43,633.72
2001,2025-10-17,2025-09-29,SO67316,496,551,4,158.43,633.72
2002,2023-01-11,2022-12-29,SO43689,166,334,4,419.459,1677.836
2003,2023-02-07,2023-01-29,SO43904,255,328,4,419.459,1677.836
2004,2023-04-15,2023-03-31,SO44293,618,336,4,419.459,1677.836
2005,2023-05-14,2023-05-01,SO44509,328,328,4,419.459,1677.836
2006,2023-11-13,2023-10-29,SO46049,328,334,4,419.459,1677.836
2007,2023-11-06,2023-10-29,SO46086,84,328,4,419.459,1677.836
2008,2023-12-20,2023-11-29,SO46357,365,332,4,419.459,1677.836
2009,2023-12-15,2023-11-29,SO46387,170,338,4,419.459,1677.836
2022,2024-01-10,2023-12-29,SO46633,594,352,4,1242.852,4971.407
2023,2024-01-19,2023-12-29,SO46640,252,354,4,1242.852,4971.407
2024,2024-01-10,2023-12-29,SO46655,414,354,4,1242.852,4971.407
2025,2024-01-18,2023-12-29,SO46660,166,373,4,1308.938,5235.75
2014,2024-02-07,2024-01-29,SO46997,336,373,4,1308.938,5235.75
2015,2024-03-10,2024-02-29,SO47378,327,352,4,1242.852,4971.407
2016,2024-03-19,2024-02-29,SO47435,75,362,4,1229.459,4917.836
2017,2024-04-16,2024-03-30,SO47693,676,356,4,1242.852,4971.407
2018,2024-04-08,2024-03-30,SO47718,234,327,4,469.794,1879.176
2019,2024-05-14,2024-04-30,SO47967,653,354,4,1242.852,4971.407
2020,2024-05-16,2024-04-30,SO48077,108,373,4,1308.938,5235.75
2021,2024-06-08,2024-05-30,SO48325,418,373,4,1308.938,5235.75
2022,2024-06-20,2024-05-30,SO48333,197,356,4,1242.852,4971.407
2023,2024-08-14,2024-07-31,SO49114,43,356,4,1242.852,4971.407
2024,2024-10-19,2024-09-28,SO49822,676,362,4,1229.459,4917.836
2025,2024-10-17,2024-09-28,SO49836,530,362,4,1229.459,4917.836
2026,2024-11-05,2024-10-28,SO50282,345,358,4,1229.459,4917.836
2027,2024-11-14,2024-10-28,SO50301,385,362,4,1229.459,4917.836
2028,2024-12-15,2024-11-28,SO50698,10,354,4,1242.852,4971.407
2029,2024-12-17,2024-11-28,SO50716,118,358,4,1229.459,4917.836
2030,2024-12-14,2024-11-28,SO50754,438,327,4,469.794,1879.176
2031,2025-08-10,2025-07-31,SO63131,697,590,4,461.694,1846.776
2032,2025-09-11,2025-08-29,SO65245,179,562,4,1430.442,5721.768
2033,2024-01-07,2023-12-29,SO46655,414,362,4,1229.459,4917.836
2034,2024-02-06,2024-01-29,SO47015,444,358,4,1229.459,4917.836
2035,2024-02-19,2024-01-29,SO47065,546,362,4,1229.459,4917.836
2036,2024-04-08,2024-03-30,SO47685,594,362,4,1229.459,4917.836
2037,2024-04-20,2024-03-30,SO47696,245,358,4,1229.459,4917.836
2038,2024-04-13,2024-03-30,SO47726,315,358,4,1229.459,4917.836
2039,2024-08-18,2024-07-31,SO49095,697,362,4,1229.459,4917.836
2040,2024-08-16,2024-07-31,SO49146,385,358,4,1229.459,4917.836
2041,2024-09-15,2024-08-28,SO49495,585,362,4,1229.459,4917.836
2042,2024-10-05,2024-09-28,SO49836,530,358,4,1229.459,4917.836
2043,2024-12-19,2024-11-28,SO50756,585,358,4,1229.459,4917.836
2044,2024-02-10,2024-01-29,SO46986,89,327,4,234.897,939.588
2045,2024-05-19,2024-04-30,SO47995,377,327,4,469.794,1879.176
2046,2024-06-20,2024-05-30,SO48286,277,327,4,469.794,1879.176
2047,2024-06-10,2024-05-30,SO48385,438,327,4,469.794,1879.176
2048,2024-07-19,2024-06-30,SO48775,203,327,4,469.794,1879.176
2049,2024-08-08,2024-07-31,SO49066,426,373,4,1308.938,5235.75
2050,2024-08-12,2024-07-31,SO49076,167,327,4,469.794,1879.176
2051,2024-09-05,2024-08-28,SO49446,216,327,4,469.794,1879.176
2052,2024-09-09,2024-08-28,SO49486,649,327,4,469.794,1879.176
2053,2024-09-09,2024-08-28,SO49496,461,327,4,469.794,1879.176
2054,2024-12-18,2024-11-28,SO50696,579,373,4,1308.938,5235.75
2055,2024-12-14,2024-11-28,SO50705,147,327,4,469.794,1879.176
2056,2024-12-05,2024-11-28,SO50726,170,327,4,469.794,1879.176
2057,2024-12-19,2024-11-28,SO50746,5,327,4,469.794,1879.176
2058,2025-01-17,2024-12-28,SO51106,331,562,4,953.628,3814.512
2059,2025-02-06,2025-01-28,SO51715,43,588,4,461.694,1846.776
2060,2025-02-18,2025-01-28,SO51825,345,588,4,461.694,1846.776
2061,2025-02-05,2025-01-28,SO51826,693,561,4,953.628,3814.512
2062,2025-03-19,2025-02-28,SO53606,61,588,4,461.694,1846.776
2063,2025-03-20,2025-02-28,SO53606,61,590,4,461.694,1846.776
2064,2025-04-15,2025-03-30,SO55256,331,562,4,1430.442,5721.768
2065,2025-04-16,2025-03-30,SO55256,331,563,4,1430.442,5721.768
2066,2025-04-17,2025-03-30,SO55276,205,561,4,1430.442,5721.768
2067,2025-05-19,2025-04-30,SO57135,541,588,4,461.694,1846.776
2068,2025-06-17,2025-05-30,SO58906,149,590,4,461.694,1846.776
2069,2025-06-15,2025-05-30,SO58956,48,562,4,1430.442,5721.768
2070,2025-08-20,2025-07-31,SO63266,352,588,4,461.694,1846.776
2071,2025-12-12,2025-11-29,SO71896,648,590,4,461.694,1846.776
2072,2023-05-08,2023-05-01,SO44525,569,332,4,419.459,1677.836
2073,2023-04-11,2023-03-31,SO44306,423,332,4,419.459,1677.836
2074,2023-05-08,2023-05-01,SO44515,107,328,4,419.459,1677.836
2075,2023-08-08,2023-08-01,SO45275,531,328,4,419.459,1677.836
2076,2023-09-08,2023-08-29,SO45536,273,338,4,419.459,1677.836
2077,2023-10-20,2023-09-29,SO45786,514,334,4,419.459,1677.836
2078,2023-10-09,2023-09-29,SO45795,670,336,4,419.459,1677.836
2079,2023-11-08,2023-10-29,SO46055,527,328,4,419.459,1677.836
2080,2023-11-17,2023-10-29,SO46076,167,338,4,419.459,1677.836
2081,2023-11-14,2023-10-29,SO46086,84,332,4,419.459,1677.836
2082,2023-11-13,2023-10-29,SO46095,342,332,4,419.459,1677.836
2083,2023-11-10,2023-10-29,SO46095,342,328,4,419.459,1677.836
2084,2023-12-20,2023-11-29,SO46355,647,328,4,419.459,1677.836
2085,2023-12-06,2023-11-29,SO46356,91,334,4,419.459,1677.836
2086,2023-12-16,2023-11-29,SO46385,54,328,4,419.459,1677.836
2087,2024-01-07,2023-12-29,SO46625,475,356,4,1242.852,4971.407
2088,2024-01-14,2023-12-29,SO46655,414,356,4,1242.852,4971.407
2089,2024-03-09,2024-02-29,SO47365,678,356,4,1242.852,4971.407
2090,2024-03-12,2024-02-29,SO47396,586,352,4,1242.852,4971.407
2091,2024-03-14,2024-02-29,SO47435,75,356,4,1242.852,4971.407
2092,2024-04-15,2024-03-30,SO47676,437,352,4,1242.852,4971.407
2093,2024-04-20,2024-03-30,SO47696,245,352,4,1242.852,4971.407
2094,2024-04-07,2024-03-30,SO47706,414,352,4,1242.852,4971.407
2095,2024-05-18,2024-04-30,SO48076,642,352,4,1242.852,4971.407
2096,2024-06-11,2024-05-30,SO48375,75,352,4,1242.852,4971.407
2097,2024-06-10,2024-05-30,SO48395,585,356,4,1242.852,4971.407
2098,2024-08-20,2024-07-31,SO49095,697,356,4,1242.852,4971.407
2099,2024-11-09,2024-10-28,SO50195,653,352,4,1242.852,4971.407
2100,2024-12-06,2024-11-28,SO50676,497,356,4,1242.852,4971.407
2101,2024-12-10,2024-11-28,SO50756,585,356,4,1242.852,4971.407
2102,2024-03-16,2024-02-29,SO47396,586,354,4,1242.852,4971.407
2103,2025-06-08,2025-05-30,SO58925,282,563,1,1430.442,1430.442
2104,2025-06-08,2025-05-30,SO58925,282,561,1,1430.442,1430.442
2105,2025-06-06,2025-05-30,SO58955,407,561,1,1430.442,1430.442
2106,2025-06-10,2025-05-30,SO59016,223,561,1,1430.442,1430.442
2107,2025-06-14,2025-05-30,SO59075,179,562,1,1430.442,1430.442
2108,2025-09-15,2025-08-29,SO65245,179,561,1,1430.442,1430.442
2109,2025-09-12,2025-08-29,SO65245,179,563,1,1430.442,1430.442
2110,2025-09-18,2025-08-29,SO65255,163,562,1,1430.442,1430.442
2111,2025-09-18,2025-08-29,SO65255,163,561,1,1430.442,1430.442
2112,2025-09-06,2025-08-29,SO65296,595,561,1,1430.442,1430.442
2113,2025-10-09,2025-09-29,SO67346,451,562,1,1430.442,1430.442
2114,2025-11-07,2025-10-29,SO69565,8,561,1,1430.442,1430.442
2115,2025-12-06,2025-11-29,SO71796,420,562,1,1430.442,1430.442
2116,2025-12-08,2025-11-29,SO71816,295,561,1,1430.442,1430.442
2117,2025-12-09,2025-11-29,SO71866,627,562,1,1430.442,1430.442
2118,2024-01-12,2023-12-29,SO46625,475,362,1,1229.459,1229.459
2119,2024-03-12,2024-02-29,SO47396,586,358,1,1229.459,1229.459
2120,2024-04-10,2024-03-30,SO47706,414,362,1,1229.459,1229.459
2121,2024-05-08,2024-04-30,SO48015,513,358,1,1229.459,1229.459
2122,2024-05-13,2024-04-30,SO48066,385,362,1,1229.459,1229.459
2123,2024-06-10,2024-05-30,SO48306,678,362,1,1229.459,1229.459
2124,2024-06-12,2024-05-30,SO48375,75,358,1,1229.459,1229.459
2125,2024-06-06,2024-05-30,SO48395,585,358,1,1229.459,1229.459
2126,2024-06-09,2024-05-30,SO48396,490,362,1,1229.459,1229.459
2127,2024-07-18,2024-06-30,SO48776,414,362,1,1229.459,1229.459
2128,2024-08-10,2024-07-31,SO49085,653,362,1,1229.459,1229.459
2129,2024-08-09,2024-07-31,SO49105,650,362,1,1229.459,1229.459
2130,2024-08-19,2024-07-31,SO49146,385,362,1,1229.459,1229.459
2131,2024-09-12,2024-08-28,SO49515,490,362,1,1229.459,1229.459
2132,2024-10-09,2024-09-28,SO49855,442,362,1,1229.459,1229.459
2133,2024-11-13,2024-10-28,SO50195,653,362,1,1229.459,1229.459
2134,2024-11-11,2024-10-28,SO50306,566,362,1,1229.459,1229.459
2135,2025-02-16,2025-01-28,SO51845,312,590,1,461.694,461.694
2136,2025-03-18,2025-02-28,SO53536,118,588,1,461.694,461.694
2137,2025-07-12,2025-06-30,SO61185,560,588,1,461.694,461.694
2138,2025-08-14,2025-07-31,SO63215,348,588,1,461.694,461.694
2139,2025-09-10,2025-08-29,SO65155,149,590,1,461.694,461.694
2140,2025-09-08,2025-08-29,SO65155,149,588,1,461.694,461.694
2141,2025-09-12,2025-08-29,SO65195,197,590,1,461.694,461.694
2142,2025-09-17,2025-08-29,SO65235,685,588,1,461.694,461.694
2143,2025-12-16,2025-11-29,SO71806,497,588,1,461.694,461.694
2144,2025-12-06,2025-11-29,SO71806,497,590,1,461.694,461.694
2145,2024-04-13,2024-03-30,SO47716,660,373,1,1308.938,1308.938
2146,2024-04-13,2024-03-30,SO47725,81,373,1,1308.938,1308.938
2147,2024-07-14,2024-06-30,SO48735,670,373,1,1308.938,1308.938
2148,2024-07-15,2024-06-30,SO48775,203,373,1,1308.938,1308.938
2149,2024-07-14,2024-06-30,SO48786,660,373,1,1308.938,1308.938
2150,2024-09-17,2024-08-28,SO49465,579,373,1,1308.938,1308.938
2151,2024-09-13,2024-08-28,SO49476,575,373,1,1308.938,1308.938
2152,2024-09-13,2024-08-28,SO49496,461,373,1,1308.938,1308.938
2153,2025-01-11,2024-12-28,SO51106,331,563,1,953.628,953.628
2154,2025-02-18,2025-01-28,SO51786,138,561,1,953.628,953.628
2155,2025-03-21,2025-02-28,SO53476,186,561,1,953.628,953.628
2156,2024-02-19,2024-01-29,SO46936,210,327,1,234.897,234.897
2157,2024-02-09,2024-01-29,SO46956,198,327,1,234.897,234.897
2158,2024-02-14,2024-01-29,SO46995,62,327,1,234.897,234.897
2159,2024-04-10,2024-03-30,SO47715,292,327,1,469.794,469.794
2160,2024-05-12,2024-04-30,SO47975,558,327,1,469.794,469.794
2161,2024-05-17,2024-04-30,SO48016,97,327,1,469.794,469.794
2162,2024-05-11,2024-04-30,SO48065,79,327,1,469.794,469.794
2163,2024-06-15,2024-05-30,SO48366,674,327,1,469.794,469.794
2164,2024-09-16,2024-08-28,SO49485,155,327,1,469.794,469.794
2165,2024-11-10,2024-10-28,SO50205,259,327,1,469.794,469.794
2166,2024-11-06,2024-10-28,SO50266,77,327,1,469.794,469.794
2167,2024-11-09,2024-10-28,SO50276,135,327,1,469.794,469.794
2168,2024-11-15,2024-10-28,SO50296,313,327,1,469.794,469.794
2169,2024-12-10,2024-11-28,SO50685,156,327,1,469.794,469.794
2170,2024-04-17,2024-03-30,SO47685,594,356,1,1242.852,1242.852
2171,2024-04-11,2024-03-30,SO47706,414,356,1,1242.852,1242.852
2172,2024-06-11,2024-05-30,SO48356,187,356,1,1242.852,1242.852
2173,2024-06-06,2024-05-30,SO48375,75,356,1,1242.852,1242.852
2174,2024-06-18,2024-05-30,SO48396,490,356,1,1242.852,1242.852
2175,2024-07-11,2024-06-30,SO48776,414,356,1,1242.852,1242.852
2176,2024-08-11,2024-07-31,SO49085,653,356,1,1242.852,1242.852
2177,2024-12-19,2024-11-28,SO50745,61,356,1,1242.852,1242.852
2178,2024-02-15,2024-01-29,SO46966,43,352,1,1242.852,1242.852
2179,2024-02-10,2024-01-29,SO47015,444,352,1,1242.852,1242.852
2180,2024-06-08,2024-05-30,SO48356,187,352,1,1242.852,1242.852
2181,2024-06-18,2024-05-30,SO48396,490,352,1,1242.852,1242.852
2182,2024-07-16,2024-06-30,SO48765,7,352,1,1242.852,1242.852
2183,2024-08-17,2024-07-31,SO49085,653,352,1,1242.852,1242.852
2184,2024-08-11,2024-07-31,SO49125,435,352,1,1242.852,1242.852
2185,2024-09-09,2024-08-28,SO49515,490,352,1,1242.852,1242.852
2186,2024-09-09,2024-08-28,SO49516,602,352,1,1242.852,1242.852
2187,2024-11-18,2024-10-28,SO50295,352,352,1,1242.852,1242.852
2188,2024-12-08,2024-11-28,SO50675,327,352,1,1242.852,1242.852
2189,2024-05-18,2024-04-30,SO47996,381,354,1,1242.852,1242.852
2190,2024-06-07,2024-05-30,SO48356,187,354,1,1242.852,1242.852
2191,2024-06-19,2024-05-30,SO48365,368,354,1,1242.852,1242.852
2192,2024-07-11,2024-06-30,SO48776,414,354,1,1242.852,1242.852
2193,2024-08-19,2024-07-31,SO49125,435,354,1,1242.852,1242.852
2194,2024-10-09,2024-09-28,SO49825,125,354,1,1242.852,1242.852
2195,2024-11-14,2024-10-28,SO50195,653,354,1,1242.852,1242.852
2196,2023-05-21,2023-05-01,SO44545,256,328,1,419.459,419.459
2197,2023-01-17,2022-12-29,SO43685,458,328,1,419.459,419.459
2198,2023-06-18,2023-05-31,SO44755,273,328,1,419.459,419.459
2199,2023-04-13,2023-03-31,SO44286,511,328,1,419.459,419.459
2200,2023-02-05,2023-01-29,SO43886,317,328,1,419.459,419.459
2201,2023-05-20,2023-05-01,SO44496,191,328,1,419.459,419.459
2202,2023-02-14,2023-01-29,SO43905,612,328,1,419.459,419.459
2203,2023-06-09,2023-05-31,SO44765,156,328,1,419.459,419.459
2204,2023-03-08,2023-03-01,SO44106,116,328,1,419.459,419.459
2205,2023-04-17,2023-03-31,SO44296,670,328,1,419.459,419.459
2206,2023-07-11,2023-07-01,SO45055,670,328,1,419.459,419.459
2207,2023-07-14,2023-07-01,SO45065,549,328,1,419.459,419.459
2208,2023-09-17,2023-08-29,SO45536,273,328,1,419.459,419.459
2209,2023-09-11,2023-08-29,SO45575,54,328,1,419.459,419.459
2210,2023-10-07,2023-09-29,SO45805,549,328,1,419.459,419.459
2211,2023-11-19,2023-10-29,SO46085,528,328,1,419.459,419.459
2212,2023-12-18,2023-11-29,SO46326,173,328,1,419.459,419.459
2213,2023-01-06,2022-12-29,SO43666,511,334,1,419.459,419.459
2214,2023-02-08,2023-01-29,SO43855,102,334,1,419.459,419.459
2215,2023-02-05,2023-01-29,SO43886,317,334,1,419.459,419.459
2216,2023-03-20,2023-03-01,SO44085,155,334,1,419.459,419.459
2217,2023-05-11,2023-05-01,SO44526,336,334,1,419.459,419.459
2218,2023-04-13,2023-03-31,SO44306,423,334,1,419.459,419.459
2219,2023-08-22,2023-08-01,SO45285,36,334,1,419.459,419.459
2220,2023-08-13,2023-08-01,SO45335,342,334,1,419.459,419.459
2221,2023-09-15,2023-08-29,SO45516,647,334,1,419.459,419.459
2222,2023-11-19,2023-10-29,SO46036,558,334,1,419.459,419.459
2223,2023-11-19,2023-10-29,SO46055,527,334,1,419.459,419.459
2224,2023-11-06,2023-10-29,SO46086,84,334,1,419.459,419.459
2225,2023-11-09,2023-10-29,SO46095,342,334,1,419.459,419.459
2226,2023-12-17,2023-11-29,SO46326,173,334,1,419.459,419.459
2227,2023-05-19,2023-05-01,SO44496,191,340,1,419.459,419.459
2228,2023-05-08,2023-05-01,SO44486,318,340,1,419.459,419.459
2229,2023-04-17,2023-03-31,SO44296,670,336,1,419.459,419.459
2230,2023-05-12,2023-05-01,SO44506,584,336,1,419.459,419.459
2231,2023-05-22,2023-05-01,SO44555,612,340,1,419.459,419.459
2232,2023-05-14,2023-05-01,SO44555,612,336,1,419.459,419.459
2233,2023-07-13,2023-07-01,SO45055,670,336,1,419.459,419.459
2234,2023-07-14,2023-07-01,SO45055,670,340,1,419.459,419.459
2235,2023-08-20,2023-08-01,SO45326,364,340,1,419.459,419.459
2236,2023-09-12,2023-08-29,SO45536,273,336,1,419.459,419.459
2237,2023-11-12,2023-10-29,SO46036,558,336,1,419.459,419.459
2238,2023-11-17,2023-10-29,SO46055,527,336,1,419.459,419.459
2239,2023-11-06,2023-10-29,SO46076,167,336,1,419.459,419.459
2240,2023-12-17,2023-11-29,SO46326,173,336,1,419.459,419.459
2241,2023-12-07,2023-11-29,SO46336,96,340,1,419.459,419.459
2242,2023-05-12,2023-05-01,SO44496,191,332,1,419.459,419.459
2243,2023-02-15,2023-01-29,SO43905,612,332,1,419.459,419.459
2244,2023-04-21,2023-03-31,SO44296,670,332,1,419.459,419.459
2245,2023-05-21,2023-05-01,SO44516,74,332,1,419.459,419.459
2246,2023-04-08,2023-03-31,SO44316,431,332,1,419.459,419.459
2247,2023-07-17,2023-07-01,SO45055,670,332,1,419.459,419.459
2248,2023-07-15,2023-07-01,SO45066,458,332,1,419.459,419.459
2249,2023-08-09,2023-08-01,SO45335,342,332,1,419.459,419.459
