SalesDetailsKey,SalesHeaderKey,SalesOrderNumber,ProductKey,ProductSubcategoryKey,OrderQuantity,UnitPrice,ExtendedAmount
35418,1640,SO51838,287,3,1,202.332,202.332
35419,1640,SO51838,418,3,1,356.898,356.898
35420,1640,SO51838,436,3,1,356.898,356.898
35421,1640,SO51838,380,17,3,1466.01,4398.03
35422,1640,SO51838,240,16,1,858.9,858.9
35423,1640,SO51838,546,1,1,37.254,37.254
35424,1640,SO51838,408,1,2,72.162,144.324
35425,1640,SO51838,404,1,2,26.724,53.448
35426,1640,SO51838,255,3,2,202.332,404.664
35427,1640,SO51838,378,17,1,1466.01,1466.01
35428,1640,SO51838,604,17,2,323.994,647.988
35429,1640,SO51838,582,13,2,1020.594,2041.188
35430,1640,SO51838,388,17,2,672.294,1344.588
35431,1640,SO51838,584,17,3,323.994,971.982
35432,1640,SO51838,384,17,3,672.294,2016.882
35433,1640,SO51838,581,13,3,1020.594,3061.782
35434,1640,SO51838,372,17,3,1466.01,4398.03
35435,1640,SO51838,374,17,3,1466.01,4398.03
35436,883,SO51839,484,18,5,4.77,23.85
35437,883,SO51839,480,18,6,1.374,8.244
35438,883,SO51839,463,5,6,14.694,88.164
35439,883,SO51839,488,7,6,32.394,194.364
35440,883,SO51839,580,13,7,1020.594,7144.158
35441,883,SO51839,237,7,7,29.994,209.958
35442,883,SO51839,471,11,7,38.1,266.7
35443,883,SO51839,465,5,8,14.694,117.552
35444,883,SO51839,467,5,8,14.694,117.552
35445,883,SO51839,214,18,8,20.994,167.952
35446,883,SO51839,605,14,10,323.994,3239.94
35447,883,SO51839,234,7,10,29.994,299.94
35448,883,SO51839,490,7,12,31.3142,375.7704
35449,883,SO51839,231,7,12,28.9942,347.9304
35450,883,SO51839,217,18,12,20.2942,243.5304
35451,883,SO51839,477,18,13,2.8942,37.6246
35452,883,SO51839,491,7,16,29.6945,475.112
35453,883,SO51839,472,11,16,34.925,558.8
35454,883,SO51839,225,10,18,4.9445,89.001
35455,883,SO51839,487,18,20,30.2445,604.89
35456,883,SO51839,481,9,2,5.394,10.788
35457,883,SO51839,378,17,1,1466.01,1466.01
35458,883,SO51839,376,14,1,1466.01,1466.01
35459,883,SO51839,384,17,1,672.294,672.294
35460,883,SO51839,436,3,1,356.898,356.898
35461,883,SO51839,430,3,1,356.898,356.898
35462,883,SO51839,243,16,1,858.9,858.9
35463,883,SO51839,442,16,1,858.9,858.9
35464,883,SO51839,240,16,1,858.9,858.9
35465,883,SO51839,546,1,1,37.254,37.254
35466,883,SO51839,408,1,1,72.162,72.162
35467,883,SO51839,482,9,1,5.394,5.394
35468,883,SO51839,222,18,2,20.994,41.988
35469,883,SO51839,404,1,2,26.724,53.448
35470,883,SO51839,246,16,2,858.9,1717.8
35471,883,SO51839,440,16,2,858.9,1717.8
35472,883,SO51839,418,3,2,356.898,713.796
35473,883,SO51839,258,3,2,202.332,404.664
35474,883,SO51839,390,17,2,672.294,1344.588
35475,883,SO51839,374,17,2,1466.01,2932.02
35476,883,SO51839,386,17,3,672.294,2016.882
35477,883,SO51839,281,3,3,202.332,606.996
35478,883,SO51839,255,3,3,202.332,606.996
35479,883,SO51839,483,18,3,72.0,216.0
35480,883,SO51839,520,1,3,31.584,94.752
35481,883,SO51839,545,1,4,24.294,97.176
35482,883,SO51839,581,13,4,1020.594,4082.376
35483,883,SO51839,584,17,4,323.994,1295.976
35484,883,SO51839,382,17,5,672.294,3361.47
35485,3765,SO51840,572,17,2,334.0575,668.115
35486,2903,SO51841,404,1,1,26.724,26.724
35487,2903,SO51841,481,9,1,5.394,5.394
35488,235,SO51842,418,3,2,356.898,713.796
35489,235,SO51842,374,17,1,1466.01,1466.01
35490,235,SO51842,255,3,1,202.332,202.332
35491,235,SO51842,258,3,1,202.332,202.332
35492,235,SO51842,434,3,1,356.898,356.898
35493,235,SO51842,246,16,1,858.9,858.9
35494,235,SO51842,442,16,1,858.9,858.9
35495,235,SO51842,440,16,1,858.9,858.9
35496,235,SO51842,404,1,1,26.724,26.724
35497,235,SO51842,481,9,1,5.394,5.394
35498,235,SO51842,231,7,2,29.994,59.988
35499,235,SO51842,545,1,2,24.294,48.588
35500,235,SO51842,408,1,2,72.162,144.324
35501,235,SO51842,243,16,2,858.9,1717.8
35502,235,SO51842,436,3,2,356.898,713.796
35503,235,SO51842,581,13,2,1020.594,2041.188
35504,235,SO51842,382,17,2,672.294,1344.588
35505,235,SO51842,386,17,2,672.294,1344.588
35506,235,SO51842,378,17,2,1466.01,2932.02
35507,235,SO51842,376,14,2,1466.01,2932.02
35508,235,SO51842,384,17,3,672.294,2016.882
35509,235,SO51842,287,3,3,202.332,606.996
35510,235,SO51842,491,7,3,32.394,97.182
35511,235,SO51842,520,1,3,31.584,94.752
35512,235,SO51842,482,9,4,5.394,21.576
35513,235,SO51842,487,18,4,32.994,131.976
35514,235,SO51842,547,1,4,48.594,194.376
35515,235,SO51842,240,16,4,858.9,3435.6
35516,235,SO51842,583,13,4,1020.594,4082.376
35517,235,SO51842,584,17,5,323.994,1619.97
35518,235,SO51842,390,17,6,672.294,4033.764
35519,235,SO51842,606,14,6,323.994,1943.964
35520,235,SO51842,580,13,7,1020.594,7144.158
35521,235,SO51842,471,11,8,38.1,304.8
35522,235,SO51842,225,10,14,5.2142,72.9988
35523,1014,SO51843,214,18,4,20.994,83.976
35524,1014,SO51843,359,17,5,1376.994,6884.97
35525,1014,SO51843,484,18,2,4.77,9.54
35526,1014,SO51843,234,7,5,29.994,149.97
35527,1014,SO51843,487,18,5,32.994,164.97
35528,1014,SO51843,400,1,5,37.152,185.76
35529,1014,SO51843,517,1,5,31.584,157.92
35530,1014,SO51843,472,11,5,38.1,190.5
35531,1014,SO51843,222,18,5,20.994,104.97
35532,1014,SO51843,476,8,6,41.994,251.964
35533,1014,SO51843,511,3,1,218.454,218.454
35534,1014,SO51843,474,8,8,41.994,335.952
35535,1014,SO51843,225,10,9,5.394,48.546
35536,1014,SO51843,491,7,2,32.394,64.788
35537,1014,SO51843,483,18,2,72.0,144.0
35538,1014,SO51843,490,7,3,32.394,97.182
35539,1014,SO51843,477,18,3,2.994,8.982
35540,1014,SO51843,471,11,4,38.1,152.4
35541,1014,SO51843,544,2,4,48.594,194.376
35542,1014,SO51843,475,8,4,41.994,167.976
35543,1014,SO51843,217,18,4,20.994,83.976
35544,1014,SO51843,465,5,4,14.694,58.776
35545,177,SO51844,214,18,9,20.994,188.946
35546,177,SO51844,490,7,3,32.394,97.182
35547,177,SO51844,477,18,3,2.994,8.982
35548,177,SO51844,471,11,3,38.1,114.3
35549,177,SO51844,483,18,4,72.0,288.0
35550,177,SO51844,222,18,5,20.994,104.97
35551,177,SO51844,217,18,5,20.994,104.97
35552,177,SO51844,225,10,5,5.394,26.97
35553,177,SO51844,484,18,6,4.77,28.62
35554,177,SO51844,234,7,9,29.994,269.946
35555,177,SO51844,434,3,3,356.898,1070.694
35556,177,SO51844,482,9,21,4.9445,103.8345
35557,177,SO51844,580,13,1,1020.594,1020.594
35558,177,SO51844,547,1,1,48.594,48.594
35559,177,SO51844,472,11,1,38.1,38.1
35560,177,SO51844,491,7,1,32.394,32.394
35561,177,SO51844,481,9,2,5.394,10.788
35562,177,SO51844,487,18,2,32.994,65.988
35563,177,SO51844,546,1,2,37.254,74.508
35564,177,SO51844,287,3,2,202.332,404.664
35565,177,SO51844,605,14,3,323.994,971.982
35566,299,SO51845,477,18,7,2.994,20.958
35567,299,SO51845,472,11,7,38.1,266.7
35568,299,SO51845,471,11,8,38.1,304.8
35569,299,SO51845,463,5,8,14.694,117.552
35570,299,SO51845,234,7,9,29.994,269.946
35571,299,SO51845,476,8,9,41.994,377.946
35572,299,SO51845,483,18,10,72.0,720.0
35573,299,SO51845,491,7,13,31.3142,407.0846
35574,299,SO51845,474,8,17,38.4945,654.4065
35575,299,SO51845,531,4,2,149.874,299.748
35576,299,SO51845,595,14,1,338.994,338.994
35577,299,SO51845,593,14,1,338.994,338.994
35578,299,SO51845,589,17,1,461.694,461.694
35579,299,SO51845,590,15,1,461.694,461.694
35580,299,SO51845,598,17,1,323.994,323.994
35581,299,SO51845,298,12,1,809.76,809.76
35582,299,SO51845,533,4,1,149.874,149.874
35583,299,SO51845,551,4,1,158.43,158.43
35584,299,SO51845,214,18,1,20.994,20.994
35585,299,SO51845,517,1,1,31.584,31.584
35586,299,SO51845,542,1,2,24.294,48.588
35587,299,SO51845,513,3,2,218.454,436.908
35588,299,SO51845,309,12,2,818.7,1637.4
35589,299,SO51845,525,4,2,158.43,316.86
35590,299,SO51845,588,15,2,461.694,923.388
35591,299,SO51845,363,17,2,1376.994,2753.988
35592,299,SO51845,591,14,2,338.994,677.988
35593,299,SO51845,600,17,3,323.994,971.982
35594,299,SO51845,599,17,3,323.994,971.982
35595,299,SO51845,353,17,3,1391.994,4175.982
35596,299,SO51845,587,17,3,461.694,1385.082
35597,299,SO51845,594,14,3,338.994,1016.982
35598,299,SO51845,592,14,3,338.994,1016.982
35599,299,SO51845,465,5,3,14.694,44.082
35600,299,SO51845,544,2,3,48.594,145.782
35601,299,SO51845,402,1,3,72.162,216.486
35602,299,SO51845,516,1,3,23.484,70.452
35603,299,SO51845,487,18,3,32.994,98.982
35604,299,SO51845,475,8,3,41.994,125.982
35605,299,SO51845,225,10,4,5.394,21.576
35606,299,SO51845,524,4,4,158.43,633.72
35607,299,SO51845,532,4,4,149.874,599.496
35608,299,SO51845,231,7,4,29.994,119.976
35609,299,SO51845,237,7,4,29.994,119.976
35610,299,SO51845,361,17,4,1376.994,5507.976
35611,299,SO51845,359,17,4,1376.994,5507.976
35612,299,SO51845,484,18,5,4.77,23.85
35613,299,SO51845,217,18,5,20.994,104.97
35614,299,SO51845,222,18,6,20.994,125.964
35615,299,SO51845,488,7,6,32.394,194.364
35616,299,SO51845,490,7,6,32.394,194.364
35617,299,SO51845,355,14,7,1391.994,9743.958
35618,1971,SO51846,606,14,3,323.994,971.982
35619,1170,SO51847,595,14,1,338.994,338.994
35620,1170,SO51847,594,14,1,338.994,338.994
35621,1170,SO51847,591,14,1,338.994,338.994
35622,1170,SO51847,593,14,1,338.994,338.994
35623,1170,SO51847,512,3,1,218.454,218.454
35624,1170,SO51847,475,8,1,41.994,41.994
35625,1170,SO51847,600,17,3,323.994,971.982
35626,1170,SO51847,597,17,3,323.994,971.982
35627,1170,SO51847,598,17,3,323.994,971.982
35628,1170,SO51847,592,14,3,338.994,1016.982
35629,1170,SO51847,290,12,4,818.7,3274.8
35630,1170,SO51847,476,8,9,41.994,377.946
35631,1170,SO51847,599,17,2,323.994,647.988
35632,551,SO51848,258,3,1,202.332,202.332
35633,551,SO51848,378,17,1,1466.01,1466.01
35634,551,SO51848,430,3,1,356.898,356.898
35635,551,SO51848,442,16,1,858.9,858.9
35636,551,SO51848,246,16,1,858.9,858.9
35637,551,SO51848,546,1,1,37.254,37.254
35638,551,SO51848,520,1,1,31.584,31.584
35639,551,SO51848,582,13,2,1020.594,2041.188
35640,551,SO51848,404,1,5,26.724,133.62
35641,464,SO51849,430,3,1,356.898,356.898
35642,464,SO51849,386,17,1,672.294,672.294
35643,464,SO51849,582,13,1,1020.594,1020.594
35644,464,SO51849,281,3,1,202.332,202.332
35645,464,SO51849,442,16,3,858.9,2576.7
35646,464,SO51849,520,1,2,31.584,63.168
35647,464,SO51849,258,3,2,202.332,404.664
35648,464,SO51849,378,17,2,1466.01,2932.02
35649,464,SO51849,246,16,3,858.9,2576.7
35650,974,SO51850,562,15,2,953.628,1907.256
35651,974,SO51850,574,14,2,1430.442,2860.884
35652,974,SO51850,570,17,2,334.0575,668.115
35653,974,SO51850,561,15,3,953.628,2860.884
35654,974,SO51850,502,3,4,200.052,800.208
35655,974,SO51850,214,18,4,20.994,83.976
35656,974,SO51850,577,17,4,728.91,2915.64
35657,974,SO51850,568,17,4,334.0575,1336.23
35658,974,SO51850,225,10,6,5.394,32.364
35659,974,SO51850,506,3,6,200.052,1200.312
35660,974,SO51850,573,14,6,1430.442,8582.652
35661,974,SO51850,467,5,6,14.694,88.164
35662,974,SO51850,217,18,6,20.994,125.964
35663,974,SO51850,234,7,6,29.994,179.964
35664,974,SO51850,491,7,6,32.394,194.364
35665,974,SO51850,471,11,7,38.1,266.7
35666,974,SO51850,484,18,8,4.77,38.16
35667,974,SO51850,496,3,8,602.346,4818.768
35668,974,SO51850,569,17,8,334.0575,2672.46
35669,974,SO51850,523,1,8,31.584,252.672
35670,974,SO51850,487,18,8,32.994,263.952
35671,974,SO51850,579,17,8,728.91,5831.28
35672,974,SO51850,565,17,8,334.0575,2672.46
35673,974,SO51850,488,7,8,32.394,259.152
35674,974,SO51850,465,5,10,14.694,146.94
35675,974,SO51850,576,14,12,1382.7606,16593.1272
35676,974,SO51850,237,7,11,28.9942,318.9362
35677,974,SO51850,463,5,14,14.2042,198.8588
35678,974,SO51850,222,18,14,20.2942,284.1188
35679,974,SO51850,231,7,13,28.9942,376.9246
35680,974,SO51850,477,18,16,2.7445,43.912
35681,974,SO51850,490,7,15,29.6945,445.4175
35682,974,SO51850,483,18,15,66.0,990.0
35683,974,SO51850,560,17,5,728.91,3644.55
35684,974,SO51850,575,14,1,1430.442,1430.442
35685,974,SO51850,497,3,1,602.346,602.346
35686,974,SO51850,498,12,1,602.346,602.346
35687,974,SO51850,503,3,1,200.052,200.052
35688,974,SO51850,554,1,1,54.942,54.942
35689,974,SO51850,500,3,2,602.346,1204.692
35690,974,SO51850,499,3,2,602.346,1204.692
35691,974,SO51850,472,11,2,38.1,76.2
35692,1331,SO51851,563,15,1,953.628,953.628
35693,1331,SO51851,575,14,1,1430.442,1430.442
35694,1331,SO51851,505,3,1,200.052,200.052
35695,1331,SO51851,509,3,1,200.052,200.052
35696,1331,SO51851,473,11,2,38.1,76.2
35697,1331,SO51851,571,17,3,334.0575,1002.1725
35698,2345,SO51852,598,17,4,323.994,1295.976
35699,2345,SO51852,474,8,10,41.994,419.94
35700,2345,SO51852,527,4,1,158.43,158.43
35701,2345,SO51852,557,4,2,153.894,307.788
35702,2345,SO51852,544,2,2,48.594,97.188
35703,2345,SO51852,532,4,2,149.874,299.748
35704,2345,SO51852,588,15,2,461.694,923.388
35705,2345,SO51852,593,14,2,338.994,677.988
35706,2036,SO51853,513,3,1,218.454,218.454
35707,2036,SO51853,309,12,1,818.7,818.7
35708,2036,SO51853,290,12,1,818.7,818.7
35709,2036,SO51853,516,1,1,23.484,23.484
35710,2036,SO51853,475,8,2,41.994,83.988
35711,2036,SO51853,517,1,2,31.584,63.168
35712,2036,SO51853,402,1,2,72.162,144.324
35713,2036,SO51853,531,4,2,149.874,299.748
35714,2036,SO51853,600,17,2,323.994,647.988
35715,2036,SO51853,357,14,2,1391.994,2783.988
35716,2036,SO51853,588,15,2,461.694,923.388
35717,2036,SO51853,587,17,2,461.694,923.388
35718,2036,SO51853,590,15,2,461.694,923.388
35719,2036,SO51853,598,17,3,323.994,971.982
35720,2036,SO51853,599,17,3,323.994,971.982
35721,2036,SO51853,591,14,3,338.994,1016.982
35722,2036,SO51853,593,14,3,338.994,1016.982
35723,2036,SO51853,524,4,3,158.43,475.29
35724,2036,SO51853,551,4,3,158.43,475.29
35725,2036,SO51853,533,4,3,149.874,449.622
35726,2036,SO51853,512,3,3,218.454,655.362
35727,2036,SO51853,543,1,3,37.254,111.762
35728,2036,SO51853,400,1,3,37.152,111.456
35729,2036,SO51853,515,1,3,16.272,48.816
35730,2036,SO51853,359,17,4,1376.994,5507.976
35731,2036,SO51853,353,17,7,1391.994,9743.958
35732,2036,SO51853,476,8,17,38.4945,654.4065
35733,2036,SO51853,474,8,23,38.4945,885.3735
35734,2036,SO51853,532,4,2,149.874,299.748
35735,2036,SO51853,594,14,1,338.994,338.994
35736,2036,SO51853,592,14,1,338.994,338.994
35737,2036,SO51853,595,14,1,338.994,338.994
35738,2036,SO51853,363,17,1,1376.994,1376.994
35739,2036,SO51853,589,17,1,461.694,461.694
35740,2036,SO51853,597,17,1,323.994,323.994
35741,2036,SO51853,596,17,1,323.994,323.994
35742,2218,SO51854,404,1,1,26.724,26.724
35743,111,SO51855,372,17,3,1466.01,4398.03
35744,111,SO51855,583,13,1,1020.594,1020.594
35745,111,SO51855,440,16,1,858.9,858.9
35746,111,SO51855,243,16,1,858.9,858.9
35747,111,SO51855,408,1,1,72.162,72.162
35748,111,SO51855,484,18,1,4.77,4.77
35749,111,SO51855,520,1,2,31.584,63.168
35750,111,SO51855,480,18,2,1.374,2.748
35751,111,SO51855,217,18,2,20.994,41.988
35752,111,SO51855,545,1,2,24.294,48.588
35753,111,SO51855,404,1,2,26.724,53.448
35754,111,SO51855,418,3,2,356.898,713.796
35755,111,SO51855,255,3,2,202.332,404.664
35756,111,SO51855,287,3,2,202.332,404.664
35757,111,SO51855,605,14,3,323.994,971.982
35758,111,SO51855,606,14,3,323.994,971.982
35759,111,SO51855,388,17,3,672.294,2016.882
35760,111,SO51855,382,17,3,672.294,2016.882
35761,111,SO51855,580,13,3,1020.594,3061.782
35762,111,SO51855,582,13,3,1020.594,3061.782
35763,111,SO51855,380,17,3,1466.01,4398.03
35764,111,SO51855,240,16,3,858.9,2576.7
35765,111,SO51855,436,3,3,356.898,1070.694
35766,111,SO51855,463,5,3,14.694,44.082
35767,111,SO51855,547,1,3,48.594,145.782
35768,111,SO51855,472,11,3,38.1,114.3
35769,111,SO51855,225,10,4,5.394,21.576
35770,111,SO51855,477,18,4,2.994,11.976
35771,111,SO51855,546,1,4,37.254,149.016
35772,111,SO51855,465,5,4,14.694,58.776
35773,111,SO51855,434,3,4,356.898,1427.592
35774,111,SO51855,234,7,4,29.994,119.976
35775,111,SO51855,374,17,4,1466.01,5864.04
35776,111,SO51855,378,17,4,1466.01,5864.04
35777,111,SO51855,581,13,4,1020.594,4082.376
35778,111,SO51855,386,17,4,672.294,2689.176
35779,111,SO51855,584,17,4,323.994,1295.976
35780,111,SO51855,390,17,5,672.294,3361.47
35781,111,SO51855,214,18,5,20.994,104.97
35782,111,SO51855,231,7,6,29.994,179.964
35783,111,SO51855,237,7,6,29.994,179.964
35784,111,SO51855,488,7,6,32.394,194.364
35785,111,SO51855,384,17,6,672.294,4033.764
35786,111,SO51855,376,14,6,1466.01,8796.06
35787,111,SO51855,490,7,7,32.394,226.758
35788,111,SO51855,487,18,7,32.994,230.958
35789,111,SO51855,483,18,8,72.0,576.0
35790,111,SO51855,222,18,8,20.994,167.952
35791,111,SO51855,604,17,8,323.994,2591.952
35792,111,SO51855,481,9,9,5.394,48.546
35793,111,SO51855,491,7,10,32.394,323.94
35794,111,SO51855,471,11,14,36.83,515.62
35795,111,SO51855,482,9,24,4.9445,118.668
35796,428,SO51856,353,17,2,1391.994,2783.988
35797,428,SO51856,295,16,1,818.7,818.7
35798,428,SO51856,533,4,1,149.874,149.874
35799,428,SO51856,550,4,1,149.874,149.874
35800,428,SO51856,525,4,1,158.43,158.43
35801,428,SO51856,543,1,1,37.254,37.254
35802,428,SO51856,402,1,1,72.162,72.162
35803,428,SO51856,515,1,1,16.272,16.272
35804,428,SO51856,475,8,1,41.994,41.994
35805,428,SO51856,517,1,1,31.584,31.584
35806,428,SO51856,601,1,2,32.394,64.788
35807,428,SO51856,555,1,2,63.9,127.8
35808,428,SO51856,595,14,1,338.994,338.994
35809,428,SO51856,558,3,2,242.994,485.988
35810,428,SO51856,501,1,2,72.876,145.752
35811,428,SO51856,544,2,2,48.594,97.188
35812,428,SO51856,398,1,2,26.724,53.448
35813,428,SO51856,309,12,2,818.7,1637.4
35814,428,SO51856,290,12,2,818.7,1637.4
35815,428,SO51856,298,12,2,809.76,1619.52
35816,428,SO51856,551,4,2,158.43,316.86
35817,428,SO51856,598,17,2,323.994,647.988
35818,428,SO51856,549,3,1,218.454,218.454
35819,428,SO51856,588,15,2,461.694,923.388
35820,428,SO51856,361,17,2,1376.994,2753.988
35821,428,SO51856,593,14,2,338.994,677.988
35822,428,SO51856,363,17,3,1376.994,4130.982
35823,428,SO51856,594,14,3,338.994,1016.982
35824,428,SO51856,512,3,3,218.454,655.362
35825,428,SO51856,559,1,4,12.144,48.576
35826,428,SO51856,514,1,4,63.9,255.6
35827,428,SO51856,513,3,4,218.454,873.816
35828,428,SO51856,532,4,4,149.874,599.496
35829,428,SO51856,592,14,4,338.994,1355.976
35830,428,SO51856,599,17,5,323.994,1619.97
35831,428,SO51856,534,4,5,149.874,749.37
35832,428,SO51856,542,1,5,24.294,121.47
35833,428,SO51856,603,4,5,72.894,364.47
35834,428,SO51856,556,4,5,105.294,526.47
35835,428,SO51856,476,8,6,41.994,251.964
35836,428,SO51856,552,1,6,54.894,329.364
35837,428,SO51856,511,3,6,218.454,1310.724
35838,428,SO51856,527,4,7,158.43,1109.01
35839,428,SO51856,524,4,7,158.43,1109.01
35840,428,SO51856,531,4,8,149.874,1198.992
35841,3248,SO51857,573,14,1,1430.442,1430.442
35842,3248,SO51857,507,3,1,200.052,200.052
35843,3248,SO51857,484,18,1,4.77,4.77
35844,3248,SO51857,503,3,2,200.052,400.104
35845,3248,SO51857,578,17,2,728.91,1457.82
35846,3248,SO51857,572,17,2,334.0575,668.115
35847,3248,SO51857,569,17,2,334.0575,668.115
35848,3248,SO51857,579,17,3,728.91,2186.73
35849,3248,SO51857,561,15,3,953.628,2860.884
35850,3248,SO51857,575,14,3,1430.442,4291.326
35851,3248,SO51857,500,3,4,602.346,2409.384
35852,3248,SO51857,558,3,4,242.994,971.976
35853,3248,SO51857,577,17,4,728.91,2915.64
35854,3248,SO51857,565,17,4,334.0575,1336.23
35855,3248,SO51857,560,17,5,728.91,3644.55
35856,3248,SO51857,585,17,5,334.0575,1670.2875
35857,3248,SO51857,567,17,5,334.0575,1670.2875
35858,3248,SO51857,564,17,5,953.628,4768.14
35859,3248,SO51857,521,1,5,16.272,81.36
35860,3248,SO51857,492,3,5,602.346,3011.73
35861,3248,SO51857,502,3,5,200.052,1000.26
35862,3248,SO51857,523,1,5,31.584,157.92
35863,3248,SO51857,556,4,5,105.294,526.47
35864,3248,SO51857,499,3,5,602.346,3011.73
35865,3248,SO51857,493,3,6,200.052,1200.312
35866,3248,SO51857,554,1,6,54.942,329.652
35867,3248,SO51857,548,1,6,48.594,291.564
35868,3248,SO51857,571,17,6,334.0575,2004.345
35869,3248,SO51857,586,17,6,334.0575,2004.345
35870,3248,SO51857,566,17,6,334.0575,2004.345
35871,3248,SO51857,563,15,7,953.628,6675.396
35872,3248,SO51857,568,17,7,334.0575,2338.4025
35873,3248,SO51857,562,15,7,953.628,6675.396
35874,3248,SO51857,574,14,7,1430.442,10013.094
35875,3248,SO51857,601,1,7,32.394,226.758
35876,3248,SO51857,603,4,7,72.894,510.258
35877,3248,SO51857,570,17,8,334.0575,2672.46
35878,3248,SO51857,514,1,8,63.9,511.2
35879,3248,SO51857,506,3,8,200.052,1600.416
35880,3248,SO51857,576,14,9,1430.442,12873.978
35881,3248,SO51857,496,3,9,602.346,5421.114
35882,3248,SO51857,501,1,9,72.876,655.884
35883,3248,SO51857,552,1,12,53.0642,636.7704
35884,3248,SO51857,559,1,11,11.7392,129.1312
35885,3248,SO51857,555,1,13,61.77,803.01
35886,3170,SO51858,553,2,2,27.654,55.308
35887,3170,SO51858,571,17,1,334.0575,334.0575
35888,3170,SO51858,585,17,1,334.0575,334.0575
35889,3170,SO51858,548,1,1,48.594,48.594
35890,3170,SO51858,510,3,1,200.052,200.052
35891,3170,SO51858,503,3,1,200.052,200.052
35892,3170,SO51858,522,1,1,23.484,23.484
35893,3170,SO51858,492,3,2,602.346,1204.692
35894,3170,SO51858,495,12,2,602.346,1204.692
35895,3170,SO51858,498,12,2,602.346,1204.692
35896,3170,SO51858,494,12,2,602.346,1204.692
35897,3170,SO51858,500,3,2,602.346,1204.692
35898,3170,SO51858,554,1,2,54.942,109.884
35899,3170,SO51858,562,15,3,953.628,2860.884
35900,3170,SO51858,570,17,3,334.0575,1002.1725
35901,3170,SO51858,523,1,3,31.584,94.752
35902,3170,SO51858,509,3,3,200.052,600.156
35903,3170,SO51858,499,3,3,602.346,1807.038
35904,3170,SO51858,497,3,4,602.346,2409.384
35905,3170,SO51858,563,15,4,953.628,3814.512
35906,3170,SO51858,575,14,4,1430.442,5721.768
35907,3170,SO51858,491,7,5,32.394,161.97
35908,3170,SO51858,586,17,5,334.0575,1670.2875
35909,3170,SO51858,507,3,5,200.052,1000.26
35910,3170,SO51858,496,3,5,602.346,3011.73
35911,3170,SO51858,506,3,6,200.052,1200.312
35912,3170,SO51858,560,17,6,728.91,4373.46
35913,3170,SO51858,566,17,6,334.0575,2004.345
35914,3170,SO51858,568,17,8,334.0575,2672.46
35915,3170,SO51858,577,17,8,728.91,5831.28
35916,3170,SO51858,565,17,8,334.0575,2672.46
35917,3170,SO51858,573,14,8,1430.442,11443.536
35918,3170,SO51858,574,14,8,1430.442,11443.536
35919,3170,SO51858,569,17,8,334.0575,2672.46
35920,3170,SO51858,493,3,8,200.052,1600.416
35921,3170,SO51858,561,15,9,953.628,8582.652
35922,3170,SO51858,579,17,12,704.613,8455.356
35923,3170,SO51858,576,14,12,1382.7606,16593.1272
35924,3170,SO51858,572,17,14,334.0575,4676.805
35925,3170,SO51858,564,17,16,953.628,15258.048
35926,3170,SO51858,471,11,19,34.925,663.575
35927,1883,SO51859,507,3,1,200.052,200.052
35928,1883,SO51859,571,17,1,334.0575,334.0575
35929,1883,SO51859,575,14,1,1430.442,1430.442
35930,3003,SO51860,418,3,1,356.898,356.898
35931,3003,SO51860,240,16,1,858.9,858.9
35932,3003,SO51860,408,1,1,72.162,72.162
35933,3003,SO51860,520,1,2,31.584,63.168
35934,3003,SO51860,404,1,2,26.724,53.448
35935,3003,SO51860,440,16,2,858.9,1717.8
35936,3003,SO51860,243,16,2,858.9,1717.8
35937,3003,SO51860,430,3,2,356.898,713.796
35938,3003,SO51860,255,3,2,202.332,404.664
35939,3003,SO51860,583,13,2,1020.594,2041.188
35940,3003,SO51860,581,13,3,1020.594,3061.782
35941,3003,SO51860,378,17,3,1466.01,4398.03
35942,3003,SO51860,442,16,3,858.9,2576.7
35943,3003,SO51860,481,9,3,5.394,16.182
35944,3003,SO51860,471,11,4,38.1,152.4
35945,3003,SO51860,546,1,4,37.254,149.016
35946,3003,SO51860,246,16,4,858.9,3435.6
35947,3003,SO51860,434,3,4,356.898,1427.592
35948,3003,SO51860,287,3,4,202.332,809.328
35949,3003,SO51860,281,3,4,202.332,809.328
35950,3003,SO51860,580,13,4,1020.594,4082.376
35951,3003,SO51860,386,17,4,672.294,2689.176
35952,3003,SO51860,584,17,4,323.994,1295.976
35953,3003,SO51860,482,9,6,5.394,32.364
35954,3003,SO51860,390,17,6,672.294,4033.764
35955,3003,SO51860,376,14,6,1466.01,8796.06
35956,3003,SO51860,374,17,6,1466.01,8796.06
35957,3003,SO51860,605,14,7,323.994,2267.958
35958,3003,SO51860,384,17,7,672.294,4706.058
35959,3003,SO51860,382,17,8,672.294,5378.352
35960,3003,SO51860,606,14,8,323.994,2591.952
35961,3003,SO51860,547,1,3,48.594,145.782
35962,3003,SO51860,582,13,1,1020.594,1020.594
35963,3003,SO51860,436,3,1,356.898,356.898
35964,3255,SO51861,565,17,1,334.0575,334.0575
35965,3255,SO51861,568,17,1,334.0575,334.0575
35966,3255,SO51861,586,17,1,334.0575,334.0575
35967,3255,SO51861,465,5,1,14.694,14.694
35968,3255,SO51861,234,7,1,29.994,29.994
35969,3255,SO51861,231,7,1,29.994,29.994
35970,3255,SO51861,488,7,1,32.394,32.394
35971,3255,SO51861,496,3,2,602.346,1204.692
35972,3255,SO51861,225,10,2,5.394,10.788
35973,3255,SO51861,555,1,2,63.9,127.8
