SalesDetails,SalesOrderNumber,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount,EmployeeKey
1958,SO51792,2025-01-28,2025-02-09,2025-04-02,164,1,27.18,818.7,791.52,112
1959,SO47349,2024-02-29,2024-03-12,2024-07-03,128,1,59.58,1561.64,1502.06,115
1960,SO43669,2022-12-29,2023-01-10,2023-05-01,578,1,29.6,714.7,685.1,115
1961,SO51136,2024-12-28,2025-01-09,2025-04-01,253,1,30.4,647.99,617.59,112
1962,SO59060,2025-05-30,2025-06-11,2025-06-06,470,1,30.9,923.39,892.49,112
1963,SO63196,2025-07-31,2025-08-12,2025-07-08,56,1,79.02,1668.58,1589.56,114
1964,SO45518,2023-08-29,2023-09-10,2023-05-09,92,1,418.08,12179.96,11761.88,115
1965,SO48756,2024-06-30,2024-07-12,2024-07-07,578,1,34.06,647.99,613.93,101
1966,SO50267,2024-10-28,2024-11-09,2024-04-11,217,1,34.18,1229.46,1195.28,101
1967,SO61207,2025-06-30,2025-07-12,2025-07-07,578,1,118.46,2186.75,2068.29,115
1968,SO50207,2024-10-28,2024-11-09,2024-04-11,115,1,41.22,736.15,694.93,112
1969,SO44554,2023-05-01,2023-05-13,2023-08-05,541,1,41.38,722.59,681.21,113
1970,SO53487,2025-02-28,2025-03-12,2025-07-03,37,1,49.76,1466.01,1416.25,112
1971,SO51846,2025-01-28,2025-02-09,2025-04-02,669,1,49.9,971.98,922.08,112
1972,SO48078,2024-04-30,2024-05-12,2024-07-05,326,1,52.28,2458.92,2406.64,113
1973,SO47688,2024-03-30,2024-04-11,2024-06-04,434,1,57.28,2485.7,2428.42,112
1974,SO45273,2023-08-01,2023-08-13,2023-08-08,164,1,1336.66,40634.88,39298.22,113
1975,SO46958,2024-01-29,2024-02-10,2024-05-02,115,1,65.16,2458.92,2393.76,115
1976,SO49051,2024-07-31,2024-08-12,2024-07-08,217,1,66.54,1242.85,1176.31,113
1977,SO48294,2024-05-30,2024-06-11,2024-06-06,272,1,94.56,2485.7,2391.14,101
1978,SO51097,2024-12-28,2025-01-09,2025-04-01,578,1,116.62,2753.99,2637.37,113
1979,SO51765,2025-01-28,2025-02-09,2025-04-02,645,1,141.76,2753.99,2612.23,112
1980,SO44128,2023-03-01,2023-03-13,2023-08-03,279,5,476.68,18542.17,18065.49,131
1981,SO50703,2024-11-28,2024-12-10,2024-05-12,90,5,1536.7,58150.23,56613.53,129
1982,SO59071,2025-05-30,2025-06-11,2025-06-06,170,5,1901.66,56123.09,54221.43,128
1983,SO47693,2024-03-30,2024-04-11,2024-06-04,676,5,1287.94,33134.01,31846.07,129
1984,SO44779,2023-05-31,2023-06-12,2023-07-06,368,5,770.9,32572.7,31801.8,131
1985,SO55234,2025-03-30,2025-04-11,2025-06-04,676,5,1704.58,48197.58,46493.0,131
1986,SO51110,2024-12-28,2025-01-09,2025-04-01,17,5,320.58,6913.62,6593.04,105
1987,SO48760,2024-06-30,2024-07-12,2024-07-07,315,5,376.7,21705.49,21328.79,131
1988,SO50293,2024-10-28,2024-11-09,2024-04-11,476,5,742.24,22980.56,22238.32,128
1989,SO43845,2023-01-29,2023-02-10,2023-05-02,206,5,115.62,8580.07,8464.45,131
1990,SO57118,2025-04-30,2025-05-12,2025-07-05,63,5,996.38,30219.69,29223.31,131
1991,SO67260,2025-09-29,2025-10-11,2025-06-10,676,5,966.68,39459.62,38492.94,128
1992,SO71839,2025-11-29,2025-12-11,2025-06-12,611,5,1884.18,57026.9,55142.72,128
1993,SO69565,2025-10-29,2025-11-10,2025-05-11,8,5,91.2,3576.4,3485.2,131
1994,SO47726,2024-03-30,2024-04-11,2024-06-04,315,5,877.7,28595.81,27718.11,131
1995,SO48766,2024-06-30,2024-07-12,2024-07-07,81,5,1194.36,36874.69,35680.33,129
1996,SO50701,2024-11-28,2024-12-10,2024-05-12,225,5,22.44,777.29,754.85,131
1997,SO65248,2025-08-29,2025-09-10,2025-05-09,170,5,1807.46,58724.26,56916.8,105
1998,SO45574,2023-08-29,2023-09-10,2023-05-09,602,5,921.64,28078.58,27156.94,105
1999,SO55253,2025-03-30,2025-04-11,2025-06-04,530,5,1070.12,35856.87,34786.76,105
2000,SO61257,2025-06-30,2025-07-12,2025-07-07,404,5,296.6,9630.73,9334.13,105
2001,SO63144,2025-07-31,2025-08-12,2025-07-08,441,5,167.94,3391.17,3223.23,131
2002,SO57064,2025-04-30,2025-05-12,2025-07-05,62,5,238.96,8436.52,8197.56,129
2003,SO46361,2023-11-29,2023-12-11,2023-06-12,525,5,219.06,5529.9,5310.84,128
2004,SO57039,2025-04-30,2025-05-12,2025-07-05,207,5,108.08,2679.4,2571.32,131
2005,SO44798,2023-05-31,2023-06-12,2023-07-06,279,5,580.38,33438.77,32858.39,130
2006,SO67277,2025-09-29,2025-10-11,2025-06-10,530,5,1031.08,29534.6,28503.52,131
2007,SO69443,2025-10-29,2025-11-10,2025-05-11,62,5,438.36,13580.44,13142.08,105
2008,SO53501,2025-02-28,2025-03-12,2025-07-03,675,5,38.4,1130.95,1092.55,130
2009,SO63281,2025-07-31,2025-08-12,2025-07-08,476,5,1153.78,36065.92,34912.14,131
2022,SO57088,2025-04-30,2025-05-12,2025-07-05,700,5,851.44,29131.94,28280.5,129
2023,SO51775,2025-01-28,2025-02-09,2025-04-02,700,5,819.8,38552.69,37732.89,129
2024,SO53595,2025-02-28,2025-03-12,2025-07-03,368,5,137.46,6770.3,6632.84,130
2025,SO44802,2023-05-31,2023-06-12,2023-07-06,26,5,129.54,4811.53,4682.0,128
2014,SO61228,2025-06-30,2025-07-12,2025-07-07,81,5,915.8,22489.32,21573.52,130
2015,SO48020,2024-04-30,2024-05-12,2024-07-05,62,5,215.7,7573.98,7358.28,129
2016,SO51147,2024-12-28,2025-01-09,2025-04-01,81,5,1235.32,57218.66,55983.34,130
2017,SO48015,2024-04-30,2024-05-12,2024-07-05,513,5,85.3,3025.74,2940.44,105
2018,SO69405,2025-10-29,2025-11-10,2025-05-11,441,5,196.2,5997.52,5801.32,105
2019,SO48393,2024-05-30,2024-06-11,2024-06-06,170,5,2486.28,97962.4,95476.12,128
2020,SO59073,2025-05-30,2025-06-11,2025-06-06,171,5,121.12,2492.36,2371.24,130
2021,SO44102,2023-03-01,2023-03-13,2023-08-03,386,5,72.5,3513.94,3441.44,130
2022,SO46630,2023-12-29,2024-01-10,2024-05-01,530,5,1032.6,35728.41,34695.81,130
2023,SO50279,2024-10-28,2024-11-09,2024-04-11,513,5,4.9,453.18,448.28,130
2024,SO51780,2025-01-28,2025-02-09,2025-04-02,531,5,335.08,10596.68,10261.6,128
2025,SO49868,2024-09-28,2024-10-10,2024-05-10,17,5,46.26,1516.17,1469.91,129
2026,SO51108,2024-12-28,2025-01-09,2025-04-01,530,5,858.54,24633.62,23775.08,131
2027,SO61233,2025-06-30,2025-07-12,2025-07-07,387,5,0.04,24.29,24.25,128
2028,SO71821,2025-11-29,2025-12-11,2025-06-12,675,5,81.58,4373.73,4292.15,129
2029,SO53530,2025-02-28,2025-03-12,2025-07-03,90,5,2638.7,76689.56,74050.86,129
2030,SO47703,2024-03-30,2024-04-11,2024-06-04,404,5,129.18,6185.57,6056.39,129
2031,SO50212,2024-10-28,2024-11-09,2024-04-11,207,5,140.22,6675.77,6535.55,130
2032,SO45540,2023-08-29,2023-09-10,2023-05-09,567,5,890.74,42756.17,41865.43,128
2033,SO44552,2023-05-01,2023-05-13,2023-08-05,566,5,3108.42,97915.41,94806.99,129
2034,SO63181,2025-07-31,2025-08-12,2025-07-08,700,5,626.2,21969.69,21343.49,131
2035,SO45815,2023-09-29,2023-10-11,2023-06-10,315,5,1016.92,32222.08,31205.16,131
2036,SO51853,2025-01-28,2025-02-09,2025-04-02,476,5,759.92,35573.35,34813.43,105
2037,SO50231,2024-10-28,2024-11-09,2024-04-11,512,5,1512.16,45752.47,44240.31,129
2038,SO63189,2025-07-31,2025-08-12,2025-07-08,99,5,20.56,1702.88,1682.32,128
2039,SO47454,2024-02-29,2024-03-12,2024-07-03,585,5,696.88,27463.49,26766.62,130
2040,SO55260,2025-03-30,2025-04-11,2025-06-04,17,5,339.16,8267.26,7928.1,105
2041,SO65229,2025-08-29,2025-09-10,2025-05-09,675,5,119.84,4878.8,4758.96,129
2042,SO48357,2024-05-30,2024-06-11,2024-06-06,225,5,1.16,246.46,245.3,130
2043,SO44306,2023-03-31,2023-04-12,2023-07-04,423,5,685.4,18648.61,17963.21,128
2044,SO53575,2025-02-28,2025-03-12,2025-07-03,44,5,64.1,2183.64,2119.54,128
2045,SO44799,2023-05-31,2023-06-12,2023-07-06,602,5,1024.94,40706.73,39681.79,105
2046,SO49495,2024-08-28,2024-09-09,2024-04-09,585,5,1001.08,24248.44,23247.36,105
2047,SO46971,2024-01-29,2024-02-10,2024-05-02,207,5,755.44,15325.78,14570.34,129
2048,SO69533,2025-10-29,2025-11-10,2025-05-11,476,5,1451.08,50674.22,49223.13,130
2049,SO58971,2025-05-30,2025-06-11,2025-06-06,611,5,1019.88,37355.33,36335.45,131
2050,SO50756,2024-11-28,2024-12-10,2024-05-12,585,5,1137.64,37658.73,36521.09,130
2051,SO46090,2023-10-29,2023-11-10,2023-05-11,566,5,3609.82,94303.88,90694.05,128
2052,SO44518,2023-05-01,2023-05-13,2023-08-05,278,5,4140.78,127100.0,122959.22,128
2053,SO51824,2025-01-28,2025-02-09,2025-04-02,63,5,1411.98,53327.4,51915.42,129
2054,SO46045,2023-10-29,2023-11-10,2023-05-11,584,5,827.98,48909.53,48081.55,131
2055,SO45814,2023-09-29,2023-10-11,2023-06-10,485,5,1067.76,33406.7,32338.94,129
2056,SO47457,2024-02-29,2024-03-12,2024-07-03,98,5,246.5,4950.82,4704.32,128
2057,SO67348,2025-09-29,2025-10-11,2025-06-10,494,5,1120.74,27319.59,26198.85,128
2058,SO51158,2024-12-28,2025-01-09,2025-04-01,404,5,21.88,2510.18,2488.3,130
2059,SO71942,2025-11-29,2025-12-11,2025-06-12,171,5,114.38,3460.72,3346.34,131
2060,SO57149,2025-04-30,2025-05-12,2025-07-05,422,5,476.56,10780.34,10303.78,130
2061,SO46604,2023-12-29,2024-01-10,2024-05-01,676,5,1440.52,37182.68,35742.16,130
2062,SO46088,2023-10-29,2023-11-10,2023-05-11,422,5,576.36,22497.23,21920.87,129
2063,SO69510,2025-10-29,2025-11-10,2025-05-11,422,5,31.32,3874.06,3842.74,130
2064,SO45061,2023-07-01,2023-07-13,2023-08-07,676,5,1908.06,73261.15,71353.09,105
2065,SO69513,2025-10-29,2025-11-10,2025-05-11,45,5,544.52,20699.38,20154.86,105
2066,SO44775,2023-05-31,2023-06-12,2023-07-06,525,5,48.6,2203.07,2154.47,130
2067,SO53563,2025-02-28,2025-03-12,2025-07-03,170,5,2407.24,81433.17,79025.93,131
2068,SO55328,2025-03-30,2025-04-11,2025-06-04,81,5,646.56,31916.27,31269.71,130
2069,SO49473,2024-08-28,2024-09-09,2024-04-09,90,5,450.0,13842.82,13392.82,128
2070,SO47449,2024-02-29,2024-03-12,2024-07-03,652,5,288.98,10719.34,10430.36,128
2071,SO48359,2024-05-30,2024-06-11,2024-06-06,90,5,2175.7,80478.3,78302.6,131
2072,SO71850,2025-11-29,2025-12-11,2025-06-12,477,5,229.86,7912.01,7682.15,129
2073,SO49836,2024-09-28,2024-10-10,2024-05-10,530,5,1087.06,45571.04,44483.98,105
2074,SO45805,2023-09-29,2023-10-11,2023-06-10,549,5,792.88,24604.66,23811.78,105
2075,SO46631,2023-12-29,2024-01-10,2024-05-01,17,5,220.34,7409.43,7189.09,129
2076,SO43875,2023-01-29,2023-02-10,2023-05-02,278,5,4631.82,122744.17,118112.35,130
2077,SO57017,2025-04-30,2025-05-12,2025-07-05,206,5,787.18,27729.58,26942.4,131
2078,SO51718,2025-01-28,2025-02-09,2025-04-02,207,5,88.68,4754.36,4665.68,130
2079,SO48068,2024-04-30,2024-05-12,2024-07-05,612,5,83.48,2526.57,2443.09,129
2080,SO46672,2023-12-29,2024-01-10,2024-05-01,81,5,1513.66,64513.39,62999.73,131
2081,SO43676,2022-12-29,2023-01-10,2023-05-01,17,5,144.9,14203.46,14058.56,105
2082,SO51693,2025-01-28,2025-02-09,2025-04-02,206,5,992.52,33973.89,32981.37,105
2083,SO67349,2025-09-29,2025-10-11,2025-06-10,81,5,1093.76,36966.8,35873.04,130
2084,SO47042,2024-01-29,2024-02-10,2024-05-02,566,5,1702.18,47431.18,45729.0,128
2085,SO48395,2024-05-30,2024-06-11,2024-06-06,585,5,1125.28,32562.65,31437.37,129
2086,SO61173,2025-06-30,2025-07-12,2025-07-07,676,5,911.48,29140.8,28229.32,129
2087,SO49869,2024-09-28,2024-10-10,2024-05-10,315,5,1263.6,38664.26,37400.66,130
2088,SO44507,2023-05-01,2023-05-13,2023-08-05,99,5,1459.5,39244.31,37784.81,129
2089,SO69474,2025-10-29,2025-11-10,2025-05-11,531,5,260.7,9900.42,9639.72,105
2090,SO46028,2023-10-29,2023-11-10,2023-05-11,206,5,774.58,26270.6,25496.02,130
2091,SO48063,2024-04-30,2024-05-12,2024-07-05,566,5,992.88,36401.13,35408.25,105
2092,SO51137,2024-12-28,2025-01-09,2025-04-01,494,5,1219.58,46420.61,45201.03,131
2093,SO67331,2025-09-29,2025-10-11,2025-06-10,404,5,107.46,5148.2,5040.74,131
2094,SO45076,2023-07-01,2023-07-13,2023-08-07,315,5,208.06,8164.0,7955.94,128
2095,SO46047,2023-10-29,2023-11-10,2023-05-11,99,5,1022.42,46396.76,45374.34,129
2096,SO69518,2025-10-29,2025-11-10,2025-05-11,63,5,1289.14,33669.84,32380.7,131
2097,SO58924,2025-05-30,2025-06-11,2025-06-06,297,5,589.84,26653.37,26063.53,129
2098,SO43694,2022-12-29,2023-01-10,2023-05-01,315,5,593.12,20645.63,20052.51,105
2099,SO63245,2025-07-31,2025-08-12,2025-07-08,63,5,748.96,25106.75,24357.79,130
2100,SO46991,2024-01-29,2024-02-10,2024-05-02,513,5,292.76,9803.57,9510.81,131
2101,SO58974,2025-05-30,2025-06-11,2025-06-06,90,5,919.84,34756.53,33836.69,130
2102,SO46654,2023-12-29,2024-01-10,2024-05-01,404,5,274.24,7157.21,6882.97,131
2103,SO45300,2023-08-01,2023-08-13,2023-08-08,278,5,2559.06,89704.27,87145.21,129
2104,SO50723,2024-11-28,2024-12-10,2024-05-12,675,5,32.44,1531.71,1499.27,131
2105,SO65207,2025-08-29,2025-09-10,2025-05-09,611,5,1403.72,36952.77,35549.05,131
2106,SO53524,2025-02-28,2025-03-12,2025-07-03,611,5,1392.52,56845.09,55452.57,105
2107,SO43902,2023-01-29,2023-02-10,2023-05-02,566,5,1685.58,52803.45,51117.87,128
2108,SO43862,2023-01-29,2023-02-10,2023-05-02,99,5,935.92,31000.78,30064.86,105
2109,SO45288,2023-08-01,2023-08-13,2023-08-08,584,5,1041.86,29754.19,28712.33,130
2110,SO46365,2023-11-29,2023-12-11,2023-06-12,368,5,165.44,5080.69,4915.25,129
2111,SO46033,2023-10-29,2023-11-10,2023-05-11,531,5,223.7,4716.13,4492.43,129
2112,SO63124,2025-07-31,2025-08-12,2025-07-08,206,5,672.02,32382.31,31710.29,131
2113,SO71866,2025-11-29,2025-12-11,2025-06-12,627,5,1145.12,32372.33,31227.21,129
2114,SO61230,2025-06-30,2025-07-12,2025-07-07,530,5,1075.24,26580.26,25505.02,128
2115,SO49091,2024-07-31,2024-08-12,2024-07-08,206,5,1386.62,43681.83,42295.21,128
2116,SO69452,2025-10-29,2025-11-10,2025-05-11,9,5,162.86,3370.67,3207.81,131
2117,SO49509,2024-08-28,2024-09-09,2024-04-09,170,5,2936.7,89758.54,86821.84,131
2118,SO63246,2025-07-31,2025-08-12,2025-07-08,45,5,427.42,10771.54,10344.12,130
2119,SO45331,2023-08-01,2023-08-13,2023-08-08,612,5,608.94,20148.68,19539.74,131
2120,SO45062,2023-07-01,2023-07-13,2023-08-07,423,5,580.46,15842.63,15262.17,105
2121,SO46635,2023-12-29,2024-01-10,2024-05-01,628,5,51.16,2378.45,2327.29,105
2122,SO47725,2024-03-30,2024-04-11,2024-06-04,81,5,1234.8,43816.57,42581.77,105
2123,SO51081,2024-12-28,2025-01-09,2025-04-01,676,5,1032.36,36828.43,35796.07,128
2124,SO47681,2024-03-30,2024-04-11,2024-06-04,530,5,840.74,28880.18,28039.44,129
2125,SO49154,2024-07-31,2024-08-12,2024-07-08,612,5,2.88,577.78,574.9,130
2126,SO46943,2024-01-29,2024-02-10,2024-05-02,531,5,272.26,8991.11,8718.85,131
2127,SO46099,2023-10-29,2023-11-10,2023-05-11,45,5,493.58,14404.37,13910.79,130
2128,SO48391,2024-05-30,2024-06-11,2024-06-06,652,5,134.02,3756.76,3622.74,128
2129,SO43900,2023-01-29,2023-02-10,2023-05-02,422,5,1220.02,34628.3,33408.28,131
2130,SO58987,2025-05-30,2025-06-11,2025-06-06,477,5,226.96,9710.0,9483.04,131
2131,SO47993,2024-04-30,2024-05-12,2024-07-05,207,5,324.4,9138.34,8813.94,128
2132,SO48018,2024-04-30,2024-05-12,2024-07-05,512,5,1272.12,44583.97,43311.85,129
2133,SO69465,2025-10-29,2025-11-10,2025-05-11,700,5,987.14,31001.68,30014.54,131
2134,SO46673,2023-12-29,2024-01-10,2024-05-01,315,5,947.72,28122.0,27174.28,129
2135,SO50230,2024-10-28,2024-11-09,2024-04-11,62,5,135.06,8074.48,7939.42,128
2136,SO47040,2024-01-29,2024-02-10,2024-05-02,422,5,975.84,22386.78,21410.94,130
2137,SO71948,2025-11-29,2025-12-11,2025-06-12,170,5,1808.58,80450.38,78641.8,131
2138,SO48062,2024-04-30,2024-05-12,2024-07-05,422,5,537.82,14288.71,13750.89,129
2139,SO51796,2025-01-28,2025-02-09,2025-04-02,449,5,0.5,20.39,19.89,131
2140,SO51816,2025-01-28,2025-02-09,2025-04-02,612,5,143.28,5195.85,5052.57,129
2141,SO49149,2024-07-31,2024-08-12,2024-07-08,566,5,795.32,23586.03,22790.71,131
2142,SO51760,2025-01-28,2025-02-09,2025-04-02,260,5,977.36,45750.87,44773.51,131
2143,SO47053,2024-01-29,2024-02-10,2024-05-02,45,5,964.02,26628.09,25664.07,131
2144,SO44116,2023-03-01,2023-03-13,2023-08-03,368,5,457.26,20351.34,19894.08,130
2145,SO43693,2022-12-29,2023-01-10,2023-05-01,485,5,480.7,20541.41,20060.71,131
2146,SO49865,2024-09-28,2024-10-10,2024-05-10,81,5,1022.46,42620.24,41597.78,129
2147,SO57104,2025-04-30,2025-05-12,2025-07-05,531,5,175.2,5742.81,5567.61,130
2148,SO44319,2023-03-31,2023-04-12,2023-07-04,315,5,532.68,34250.36,33717.68,105
2149,SO63130,2025-07-31,2025-08-12,2025-07-08,531,5,74.34,3870.3,3795.96,129
2150,SO48734,2024-06-30,2024-07-12,2024-07-07,530,5,570.06,22956.32,22386.26,129
2151,SO46387,2023-11-29,2023-12-11,2023-06-12,170,5,1419.04,48117.91,46698.87,105
2152,SO69419,2025-10-29,2025-11-10,2025-05-11,207,5,119.12,3773.28,3654.16,130
2153,SO45329,2023-08-01,2023-08-13,2023-08-08,566,5,2203.5,61800.99,59597.49,131
2154,SO45796,2023-09-29,2023-10-11,2023-06-10,17,5,1587.58,59103.29,57515.71,129
2155,SO50302,2024-10-28,2024-11-09,2024-04-11,422,5,209.62,11715.3,11505.68,105
2156,SO57027,2025-04-30,2025-05-12,2025-07-05,441,5,191.28,7251.52,7060.24,131
2157,SO53540,2025-02-28,2025-03-12,2025-07-03,477,5,152.74,8048.34,7895.6,130
2158,SO47416,2024-02-29,2024-03-12,2024-07-03,90,5,2760.44,103862.69,101102.25,129
2159,SO46388,2023-11-29,2023-12-11,2023-06-12,26,5,52.36,2555.97,2503.61,131
2160,SO57126,2025-04-30,2025-05-12,2025-07-05,45,5,933.42,25592.36,24658.94,131
2161,SO55255,2025-03-30,2025-04-11,2025-06-04,440,5,4.54,677.68,673.14,128
2162,SO57162,2025-04-30,2025-05-12,2025-07-05,476,5,816.34,26225.94,25409.6,105
2163,SO46384,2023-11-29,2023-12-11,2023-06-12,279,5,377.58,16940.08,16562.5,131
2164,SO44305,2023-03-31,2023-04-12,2023-07-04,676,5,551.78,18881.97,18330.19,130
2165,SO48075,2024-04-30,2024-05-12,2024-07-05,45,5,462.76,18768.97,18306.21,128
2166,SO55313,2025-03-30,2025-04-11,2025-06-04,404,5,143.72,3845.32,3701.6,131
2167,SO49822,2024-09-28,2024-10-10,2024-05-10,676,5,848.58,32230.27,31381.69,131
2168,SO45289,2023-08-01,2023-08-13,2023-08-08,99,5,960.34,39750.12,38789.78,130
2169,SO65242,2025-08-29,2025-09-10,2025-05-09,627,5,776.88,26093.03,25316.15,128
2170,SO65210,2025-08-29,2025-09-10,2025-05-09,90,5,290.16,14534.72,14244.56,128
2171,SO51799,2025-01-28,2025-02-09,2025-04-02,99,5,12.54,700.88,688.34,105
2172,SO53625,2025-02-28,2025-03-12,2025-07-03,98,5,89.42,2263.37,2173.95,131
2173,SO51864,2025-01-28,2025-02-09,2025-04-02,422,5,124.16,3918.59,3794.43,105
2174,SO47424,2024-02-29,2024-03-12,2024-07-03,368,5,494.96,12625.06,12130.1,128
2175,SO71844,2025-11-29,2025-12-11,2025-06-12,90,5,1198.22,36746.46,35548.24,105
2176,SO45270,2023-08-01,2023-08-13,2023-08-08,206,5,1147.1,28770.61,27623.51,130
2177,SO63234,2025-07-31,2025-08-12,2025-07-08,9,5,13.56,530.41,516.85,129
2178,SO50726,2024-11-28,2024-12-10,2024-05-12,170,5,2799.64,96011.09,93211.45,130
2179,SO45330,2023-08-01,2023-08-13,2023-08-08,63,5,1.42,69.08,67.66,128
2180,SO63235,2025-07-31,2025-08-12,2025-07-08,422,5,60.2,3425.89,3365.69,130
2181,SO44506,2023-05-01,2023-05-13,2023-08-05,584,5,1024.38,35651.03,34626.65,128
2182,SO51705,2025-01-28,2025-02-09,2025-04-02,441,5,164.92,5219.92,5055.0,130
2183,SO43695,2022-12-29,2023-01-10,2023-05-01,27,5,1571.34,39373.78,37802.44,131
2184,SO65220,2025-08-29,2025-09-10,2025-05-09,297,5,908.14,27686.61,26778.47,131
2185,SO44297,2023-03-31,2023-04-12,2023-07-04,17,5,376.08,10231.47,9855.39,130
2186,SO53474,2025-02-28,2025-03-12,2025-07-03,297,5,624.2,28431.53,27807.33,105
2187,SO47965,2024-04-30,2024-05-12,2024-07-05,206,5,1385.38,49578.76,48193.38,128
2188,SO48090,2024-04-30,2024-05-12,2024-07-05,135,5,203.68,7540.91,7337.23,131
2189,SO69502,2025-10-29,2025-11-10,2025-05-11,612,5,66.66,1815.15,1748.49,128
2190,SO55331,2025-03-30,2025-04-11,2025-06-04,494,5,659.78,31319.18,30659.4,131
2191,SO51746,2025-01-28,2025-02-09,2025-04-02,62,5,150.44,5467.25,5316.81,129
2192,SO49835,2024-09-28,2024-10-10,2024-05-10,440,5,4.22,213.55,209.33,130
2193,SO48730,2024-06-30,2024-07-12,2024-07-07,676,5,1036.06,35989.74,34953.68,131
2194,SO43659,2022-12-29,2023-01-10,2023-05-01,676,5,543.0,20565.62,20022.62,130
2195,SO50306,2024-10-28,2024-11-09,2024-04-11,566,5,623.5,32266.83,31643.33,129
2196,SO48365,2024-05-30,2024-06-11,2024-06-06,368,5,402.44,10081.0,9678.56,128
2197,SO45077,2023-07-01,2023-07-13,2023-08-07,27,5,659.82,18869.46,18209.64,130
2198,SO67281,2025-09-29,2025-10-11,2025-06-10,440,5,0.44,31.58,31.14,131
2199,SO65283,2025-08-29,2025-09-10,2025-05-09,368,5,99.24,3257.92,3158.68,129
2200,SO44761,2023-05-31,2023-06-12,2023-07-06,567,5,2485.48,82101.98,79616.5,131
2201,SO57158,2025-04-30,2025-05-12,2025-07-05,612,5,34.94,1331.8,1296.86,129
2202,SO63238,2025-07-31,2025-08-12,2025-07-08,612,5,0.44,37.25,36.81,129
2203,SO49487,2024-08-28,2024-09-09,2024-04-09,652,5,24.72,1366.22,1341.5,131
2204,SO43861,2023-01-29,2023-02-10,2023-05-02,584,5,733.18,23401.11,22667.93,130
2205,SO51874,2025-01-28,2025-02-09,2025-04-02,8,5,141.78,6898.46,6756.68,128
2206,SO48092,2024-04-30,2024-05-12,2024-07-05,9,5,5.32,235.27,229.95,128
2207,SO48051,2024-04-30,2024-05-12,2024-07-05,476,5,1545.98,42754.99,41209.01,129
2208,SO49520,2024-08-28,2024-09-09,2024-04-09,98,5,19.84,2595.68,2575.84,131
2209,SO58993,2025-05-30,2025-06-11,2025-06-06,627,5,1054.94,27721.37,26666.43,129
2210,SO47026,2024-01-29,2024-02-10,2024-05-02,476,5,1430.38,41020.19,39589.81,128
2211,SO43903,2023-01-29,2023-02-10,2023-05-02,63,5,0.5,20.19,19.69,129
2212,SO44488,2023-05-01,2023-05-13,2023-08-05,206,5,949.98,32857.41,31907.43,129
2213,SO45801,2023-09-29,2023-10-11,2023-06-10,27,5,1653.76,53423.57,51769.81,128
2214,SO48759,2024-06-30,2024-07-12,2024-07-07,17,5,43.94,1275.05,1231.11,130
2215,SO61217,2025-06-30,2025-07-12,2025-07-07,494,5,642.98,24995.38,24352.4,129
2216,SO53551,2025-02-28,2025-03-12,2025-07-03,627,5,869.26,28629.65,27760.39,130
2217,SO65249,2025-08-29,2025-09-10,2025-05-09,171,5,73.48,8866.68,8793.2,129
2218,SO51854,2025-01-28,2025-02-09,2025-04-02,152,5,0.52,26.72,26.2,131
2219,SO44549,2023-05-01,2023-05-13,2023-08-05,422,5,2052.28,49037.84,46985.56,129
2220,SO45802,2023-09-29,2023-10-11,2023-06-10,423,5,852.5,22648.01,21795.51,129
2221,SO46636,2023-12-29,2024-01-10,2024-05-01,494,5,0.54,180.13,179.59,105
2222,SO44318,2023-03-31,2023-04-12,2023-07-04,485,5,358.2,21091.99,20733.79,131
2223,SO49145,2024-07-31,2024-08-12,2024-07-08,422,5,254.72,5054.6,4799.88,131
2224,SO43681,2022-12-29,2023-01-10,2023-05-01,423,5,442.64,13787.54,13344.9,130
2225,SO46056,2023-10-29,2023-11-10,2023-05-11,278,5,3064.64,94327.0,91262.36,130
2226,SO49516,2024-08-28,2024-09-09,2024-04-09,602,5,1.36,1317.69,1316.33,129
2227,SO63228,2025-07-31,2025-08-12,2025-07-08,62,5,230.5,8974.65,8744.15,128
2228,SO45779,2023-09-29,2023-10-11,2023-06-10,676,5,555.62,18031.6,17475.98,129
2229,SO50740,2024-11-28,2024-12-10,2024-05-12,368,5,381.66,8961.52,8579.86,105
2230,SO53568,2025-02-28,2025-03-12,2025-07-03,171,5,86.04,2615.94,2529.9,129
2231,SO50759,2024-11-28,2024-12-10,2024-05-12,98,5,63.58,1252.25,1188.67,105
2232,SO46933,2024-01-29,2024-02-10,2024-05-02,206,5,1522.18,47965.18,46443.0,129
2233,SO59070,2025-05-30,2025-06-11,2025-06-06,351,5,98.48,2119.0,2020.52,130
2234,SO49878,2024-09-28,2024-10-10,2024-05-10,404,5,174.88,4568.7,4393.82,129
2235,SO46995,2024-01-29,2024-02-10,2024-05-02,62,5,256.8,8591.13,8334.33,130
2236,SO44562,2023-05-01,2023-05-13,2023-08-05,45,5,448.98,19237.28,18788.3,128
2237,SO69472,2025-10-29,2025-11-10,2025-05-11,449,5,33.58,963.22,929.64,128
2238,SO43905,2023-01-29,2023-02-10,2023-05-02,612,5,198.46,9880.27,9681.81,131
2239,SO59076,2025-05-30,2025-06-11,2025-06-06,98,5,99.14,4331.35,4232.21,129
2240,SO49170,2024-07-31,2024-08-12,2024-07-08,9,5,136.2,4085.41,3949.21,131
